Postcode,Type,Subtype,Price,Bedrooms,Area,Kitchen,Fireplace,Frontages,Garden,Garden_surface,Terrace,Terrace_Surface,Furnished,Type_of_sale,State_of_building,Swimmingpool,ID IMMOWEB,Cadastral_income,Plot_surface
1080,APARTMENT,APARTMENT,199000,2.0,114.0,HYPER_EQUIPPED,,,,,True,14.0,,BUY_REGULAR,,,20484351,,
9700,APARTMENT,APARTMENT,196000,2.0,76.0,INSTALLED,,3.0,,,True,,,BUY_REGULAR,JUST_RENOVATED,,20440908,,
2800,APARTMENT,APARTMENT,199000,1.0,36.0,HYPER_EQUIPPED,,2.0,,,True,,,BUY_REGULAR,GOOD,,20415322,,
1030,APARTMENT,APARTMENT,249000,1.0,90.0,SEMI_EQUIPPED,,2.0,True,60.0,True,15.0,,BUY_REGULAR,TO_BE_DONE_UP,,20437964,,
2060,APARTMENT,APARTMENT,225000,1.0,74.0,INSTALLED,,2.0,,,,,,BUY_REGULAR,AS_NEW,,20438770,592.0,
1030,APARTMENT,APARTMENT,249000,1.0,99.0,SEMI_EQUIPPED,,2.0,True,60.0,True,4.0,,BUY_REGULAR,TO_BE_DONE_UP,,20437963,,
1000,APARTMENT,APARTMENT,265000,2.0,98.0,INSTALLED,,,,,True,2.0,,BUY_REGULAR,AS_NEW,,20444491,,
9000,APARTMENT,APARTMENT,335000,2.0,92.0,HYPER_EQUIPPED,,2.0,,,True,6.0,,BUY_REGULAR,GOOD,,20444025,737.0,
1070,APARTMENT,APARTMENT,249000,3.0,95.0,,,,,,True,7.0,,BUY_REGULAR,GOOD,,20456079,1031.0,
1000,APARTMENT,APARTMENT,250000,1.0,85.0,HYPER_EQUIPPED,,2.0,,,,,,BUY_REGULAR,TO_BE_DONE_UP,,20420306,,
1050,APARTMENT,APARTMENT,290000,2.0,80.0,HYPER_EQUIPPED,,2.0,,,True,5.0,,BUY_REGULAR,TO_BE_DONE_UP,,20441822,,
9700,APARTMENT,APARTMENT,295000,2.0,102.0,HYPER_EQUIPPED,,,,,True,23.0,,BUY_REGULAR,GOOD,,20423219,867.0,
9000,APARTMENT,APARTMENT,340000,2.0,101.0,HYPER_EQUIPPED,,2.0,,,,,,BUY_REGULAR,AS_NEW,,20426502,944.0,
1200,APARTMENT,APARTMENT,350000,2.0,75.0,HYPER_EQUIPPED,,2.0,True,135.0,True,3.0,,BUY_REGULAR,GOOD,,20450641,,
1180,APARTMENT,APARTMENT,365000,2.0,106.0,HYPER_EQUIPPED,,3.0,,,True,7.0,,BUY_REGULAR,AS_NEW,,20444686,,
2000,APARTMENT,APARTMENT,450000,1.0,66.0,,,,,,,,,BUY_REGULAR,GOOD,,20457751,,
8300,APARTMENT,APARTMENT,765000,3.0,81.0,,,,,,,,,BUY_REGULAR,AS_NEW,,20412490,1105.0,
1200,APARTMENT,APARTMENT,410000,2.0,103.0,HYPER_EQUIPPED,,2.0,,,True,11.0,,BUY_REGULAR,AS_NEW,,20430178,,
1050,APARTMENT,APARTMENT,790000,2.0,112.0,HYPER_EQUIPPED,,2.0,,,True,26.0,,BUY_REGULAR,JUST_RENOVATED,,20437313,,
1050,APARTMENT,APARTMENT,980000,2.0,141.0,HYPER_EQUIPPED,,2.0,,,True,5.0,,BUY_REGULAR,AS_NEW,,20406139,2500.0,
9000,APARTMENT,APARTMENT,197500,1.0,36.0,,,2.0,,,,,,BUY_REGULAR,GOOD,,20381127,,
7390,APARTMENT,APARTMENT,120000,1.0,62.0,INSTALLED,,2.0,,,,,,BUY_REGULAR,GOOD,,20471915,457.0,
9000,APARTMENT,APARTMENT,280000,3.0,98.0,SEMI_EQUIPPED,,2.0,,,True,15.0,,BUY_REGULAR,TO_BE_DONE_UP,,20118961,1152.0,
7130,APARTMENT,APARTMENT,165000,2.0,94.0,INSTALLED,,2.0,,,,,,BUY_REGULAR,,,20472687,1001.0,
9000,APARTMENT,APARTMENT,295000,1.0,56.0,,,,,,True,15.0,,BUY_REGULAR,GOOD,,20484218,149.0,
9750,APARTMENT,APARTMENT,285000,2.0,107.0,,,,,,True,,,BUY_REGULAR,GOOD,,20484214,,
4030,APARTMENT,APARTMENT,175000,1.0,45.0,INSTALLED,,2.0,,,,,True,BUY_REGULAR,AS_NEW,,20416965,550.0,
2470,APARTMENT,APARTMENT,199000,1.0,53.0,,,,,,True,22.0,,BUY_REGULAR,AS_NEW,,20484168,,
9000,APARTMENT,APARTMENT,429000,2.0,101.0,,,,,,True,10.0,,BUY_REGULAR,GOOD,,20484201,,
1435,APARTMENT,APARTMENT,439000,3.0,147.0,,,,,,True,29.0,,BUY_REGULAR,GOOD,,20484194,,
1090,APARTMENT,APARTMENT,299000,2.0,94.0,,,,,,True,,,BUY_REGULAR,,,20484178,1307.0,
2930,APARTMENT,APARTMENT,254000,2.0,90.0,INSTALLED,,,,,True,,,BUY_REGULAR,,,20484167,,
2070,APARTMENT,APARTMENT,325000,2.0,91.0,INSTALLED,,2.0,True,150.0,,,,BUY_REGULAR,,,20484179,719.0,
3600,APARTMENT,APARTMENT,455000,3.0,149.0,HYPER_EQUIPPED,,,,,True,,,BUY_REGULAR,AS_NEW,,20484205,,
8420,APARTMENT,APARTMENT,425000,2.0,81.0,HYPER_EQUIPPED,,,,,True,,,BUY_REGULAR,AS_NEW,,20434282,,
9870,APARTMENT,APARTMENT,349500,3.0,149.0,INSTALLED,,,,,True,10.0,,BUY_REGULAR,GOOD,,20436949,,
2660,APARTMENT,APARTMENT,224900,2.0,95.0,INSTALLED,,4.0,,,True,12.0,,BUY_REGULAR,GOOD,,20452679,,
8660,APARTMENT,APARTMENT,749000,3.0,155.0,INSTALLED,,,,,True,200.0,,BUY_REGULAR,GOOD,,20434306,1566.0,
9300,APARTMENT,APARTMENT,179000,2.0,60.0,,,,,,,,,BUY_REGULAR,TO_BE_DONE_UP,,20450723,,
2100,APARTMENT,APARTMENT,239500,1.0,67.0,USA_INSTALLED,,2.0,,,True,4.0,,BUY_REGULAR,,,20462682,,
9450,APARTMENT,APARTMENT,265000,2.0,100.0,,,,,,,,,BUY_REGULAR,GOOD,,20450705,,
1780,APARTMENT,APARTMENT,275000,3.0,157.0,HYPER_EQUIPPED,,,,,True,35.0,,BUY_REGULAR,JUST_RENOVATED,,20451606,795.0,
2300,APARTMENT,APARTMENT,269000,2.0,95.0,USA_INSTALLED,,3.0,,,True,5.0,,BUY_REGULAR,,,20463341,,
8301,APARTMENT,APARTMENT,275000,2.0,60.0,SEMI_EQUIPPED,,2.0,,,,,,BUY_REGULAR,JUST_RENOVATED,,20434732,721.0,
2000,APARTMENT,APARTMENT,289000,1.0,59.0,NOT_INSTALLED,,,,,True,4.0,,BUY_REGULAR,GOOD,,20451114,699.0,
1070,APARTMENT,APARTMENT,291500,1.0,83.0,HYPER_EQUIPPED,,2.0,,,True,6.0,,BUY_REGULAR,AS_NEW,,20465141,,
2300,APARTMENT,APARTMENT,285000,1.0,108.0,USA_INSTALLED,,3.0,,,True,3.0,,BUY_REGULAR,,,20463307,,
8300,APARTMENT,APARTMENT,549000,1.0,55.0,HYPER_EQUIPPED,,2.0,,,,,,BUY_REGULAR,JUST_RENOVATED,,20329456,,
1160,APARTMENT,APARTMENT,506900,2.0,88.0,HYPER_EQUIPPED,,2.0,,,True,8.0,,BUY_REGULAR,AS_NEW,,20465143,,
2100,APARTMENT,APARTMENT,305000,2.0,92.0,USA_INSTALLED,,2.0,,,True,8.0,,BUY_REGULAR,,,20462683,,
4620,APARTMENT,APARTMENT,119000,1.0,47.0,NOT_INSTALLED,,,,,True,12.0,,BUY_REGULAR,TO_BE_DONE_UP,,20458028,632.0,
9000,APARTMENT,APARTMENT,259500,1.0,,INSTALLED,,,,,True,,,BUY_REGULAR,GOOD,,20475246,,
8430,APARTMENT,APARTMENT,239000,2.0,73.0,,,,,,,,,BUY_REGULAR,JUST_RENOVATED,,20473758,,
9000,APARTMENT,APARTMENT,259500,1.0,,INSTALLED,,,,,True,,,BUY_REGULAR,GOOD,,20475241,,
1140,APARTMENT,APARTMENT,285000,2.0,84.0,HYPER_EQUIPPED,,2.0,,,True,9.0,,BUY_REGULAR,AS_NEW,,20461440,,
3210,APARTMENT,APARTMENT,285000,3.0,94.0,,,3.0,,,True,,,BUY_REGULAR,,,20443945,781.0,
8660,APARTMENT,APARTMENT,350000,2.0,85.0,,,2.0,,,True,,,BUY_REGULAR,,,20484329,1.0,
2800,APARTMENT,APARTMENT,281010,1.0,74.0,,,,True,76.0,True,9.0,,BUY_REGULAR,AS_NEW,,20484324,,
2800,APARTMENT,APARTMENT,336090,2.0,97.0,,,,,,True,12.0,,BUY_REGULAR,AS_NEW,,20484323,,
2800,APARTMENT,APARTMENT,454410,2.0,126.0,,,,,,True,29.0,,BUY_REGULAR,AS_NEW,,20484322,,
5100,APARTMENT,APARTMENT,159000,1.0,101.0,,,2.0,,,,,,BUY_REGULAR,TO_BE_DONE_UP,,20484049,1301.0,
2800,APARTMENT,APARTMENT,387090,2.0,127.0,,,,,,True,11.0,,BUY_REGULAR,AS_NEW,,20484321,,
1130,APARTMENT,APARTMENT,229000,2.0,87.0,INSTALLED,,2.0,,,True,10.0,,BUY_REGULAR,TO_RENOVATE,,20484315,,
2100,APARTMENT,APARTMENT,179000,2.0,85.0,,,2.0,,,True,12.0,,BUY_REGULAR,TO_BE_DONE_UP,,20487366,,
2018,APARTMENT,APARTMENT,265000,1.0,55.0,INSTALLED,,3.0,,,,,,BUY_REGULAR,JUST_RENOVATED,,20484311,666.0,
2000,APARTMENT,APARTMENT,499000,3.0,134.0,HYPER_EQUIPPED,True,2.0,,,True,,,BUY_REGULAR,JUST_RENOVATED,,20484310,1680.0,
9300,APARTMENT,APARTMENT,269000,2.0,81.0,HYPER_EQUIPPED,,,,,True,,,BUY_REGULAR,AS_NEW,,20487492,765.0,
5100,APARTMENT,APARTMENT,140000,1.0,59.0,,,2.0,,,,,,BUY_REGULAR,TO_BE_DONE_UP,,20487878,,
2060,APARTMENT,APARTMENT,225000,1.0,63.0,,,,,,,,,BUY_REGULAR,,,20484296,575.0,
2000,APARTMENT,APARTMENT,279000,1.0,60.0,INSTALLED,,2.0,,,,,,BUY_REGULAR,GOOD,,20438761,375.0,
8370,APARTMENT,APARTMENT,385000,2.0,79.0,INSTALLED,,2.0,,,True,10.0,True,BUY_REGULAR,GOOD,,20487617,1120.0,
1650,APARTMENT,APARTMENT,425000,2.0,106.0,HYPER_EQUIPPED,,3.0,,,True,17.0,,BUY_REGULAR,,,20489717,1587.0,
1180,APARTMENT,APARTMENT,360000,3.0,100.0,HYPER_EQUIPPED,True,3.0,,,True,22.0,,BUY_REGULAR,GOOD,,20478781,,
8400,APARTMENT,APARTMENT,150000,1.0,60.0,,,,,,,,,BUY_REGULAR,TO_BE_DONE_UP,,20451739,,
7700,APARTMENT,APARTMENT,175000,1.0,84.0,SEMI_EQUIPPED,,,,,True,10.0,,BUY_REGULAR,,,20466396,,
1330,APARTMENT,APARTMENT,590042,3.0,131.0,SEMI_EQUIPPED,,3.0,,,True,13.0,,BUY_REGULAR,AS_NEW,,20408797,,
2500,APARTMENT,APARTMENT,344000,2.0,99.0,INSTALLED,,2.0,,,True,39.0,,BUY_REGULAR,,,20465843,,
1702,APARTMENT,APARTMENT,265000,2.0,83.0,,,2.0,,,,,,BUY_REGULAR,AS_NEW,,20480763,1189.0,
8420,APARTMENT,APARTMENT,249000,2.0,60.0,,,,,,,,,BUY_REGULAR,GOOD,True,20465337,779.0,
2018,APARTMENT,APARTMENT,460000,4.0,185.0,HYPER_EQUIPPED,,2.0,,,,,,BUY_REGULAR,GOOD,,20409086,1065.0,
2640,APARTMENT,APARTMENT,259000,1.0,,INSTALLED,,2.0,,,,,,BUY_REGULAR,AS_NEW,,20465677,,
8400,APARTMENT,APARTMENT,178000,2.0,83.0,USA_INSTALLED,,2.0,,,True,1.0,,BUY_REGULAR,GOOD,,20480677,,
1000,APARTMENT,APARTMENT,425000,2.0,83.0,SEMI_EQUIPPED,,3.0,,,True,20.0,,BUY_REGULAR,,,20479318,,
1140,APARTMENT,APARTMENT,215000,2.0,71.0,,,2.0,,,,,,BUY_REGULAR,,,20483405,1.0,
3300,APARTMENT,APARTMENT,325000,2.0,104.0,,,,,,True,11.0,,BUY_REGULAR,AS_NEW,,20481459,633.0,
2060,APARTMENT,APARTMENT,160000,1.0,72.0,,,2.0,,,,,,BUY_REGULAR,GOOD,,20432629,,
4000,APARTMENT,APARTMENT,199000,2.0,88.0,SEMI_EQUIPPED,,2.0,,,True,4.0,,BUY_REGULAR,GOOD,,20432534,1087.0,
9880,APARTMENT,APARTMENT,190000,2.0,84.0,,,,,,,,,BUY_REGULAR,GOOD,,20484149,,
9000,APARTMENT,APARTMENT,375000,1.0,70.0,HYPER_EQUIPPED,,2.0,,,True,10.0,,BUY_REGULAR,JUST_RENOVATED,,20484138,,
9000,APARTMENT,APARTMENT,435000,1.0,68.0,,,,,,,,,BUY_REGULAR,GOOD,,20484147,,
8620,APARTMENT,APARTMENT,325000,3.0,,INSTALLED,,,,,,,,BUY_REGULAR,GOOD,,20484143,1047.0,
9870,APARTMENT,APARTMENT,169000,3.0,110.0,,,,,,True,,,BUY_REGULAR,TO_BE_DONE_UP,,20484134,,
8380,APARTMENT,APARTMENT,235000,2.0,66.0,,,2.0,,,True,,,BUY_REGULAR,GOOD,,20484136,801.0,
9000,APARTMENT,APARTMENT,585000,2.0,110.0,,,,,,,,,BUY_REGULAR,GOOD,,20484128,,
1180,APARTMENT,APARTMENT,299000,2.0,71.0,USA_HYPER_EQUIPPED,,3.0,,,,,,BUY_REGULAR,GOOD,,20471148,1009.0,
1000,APARTMENT,APARTMENT,460000,2.0,146.0,HYPER_EQUIPPED,,2.0,,,True,50.0,,BUY_REGULAR,AS_NEW,,20437250,,
2300,APARTMENT,APARTMENT,980000,2.0,237.0,HYPER_EQUIPPED,,4.0,,,True,,,BUY_REGULAR,,,20450053,,
4000,APARTMENT,APARTMENT,135000,1.0,54.0,SEMI_EQUIPPED,,2.0,,,True,,,BUY_REGULAR,GOOD,,20486915,,
8434,APARTMENT,APARTMENT,289000,2.0,77.0,,,,,,,,True,BUY_REGULAR,JUST_RENOVATED,,20213636,867.0,
3740,APARTMENT,APARTMENT,549000,3.0,240.0,HYPER_EQUIPPED,,,,,True,,,BUY_REGULAR,AS_NEW,,20484127,1051.0,
8660,APARTMENT,APARTMENT,515000,3.0,100.0,,,,,,True,,,BUY_REGULAR,AS_NEW,,20470880,1179.0,
2540,APARTMENT,APARTMENT,274000,2.0,91.0,INSTALLED,,,,,,,,BUY_REGULAR,JUST_RENOVATED,,20427019,,
8300,APARTMENT,APARTMENT,1295000,4.0,120.0,HYPER_EQUIPPED,,2.0,,,True,,,BUY_REGULAR,GOOD,,20423775,,
2930,APARTMENT,APARTMENT,298000,2.0,91.0,SEMI_EQUIPPED,,,,,True,30.0,,BUY_REGULAR,GOOD,,20429571,1023.0,
9000,APARTMENT,APARTMENT,850000,2.0,146.0,,,,,,True,,,BUY_REGULAR,AS_NEW,,20423698,1581.0,
2400,APARTMENT,APARTMENT,319000,3.0,106.0,INSTALLED,,2.0,,,True,,,BUY_REGULAR,JUST_RENOVATED,,20466631,,
2300,APARTMENT,APARTMENT,307075,3.0,134.0,,,2.0,,,True,13.0,,BUY_REGULAR,,,20463329,,
1190,APARTMENT,APARTMENT,440000,2.0,114.0,HYPER_EQUIPPED,,2.0,,,True,,,BUY_REGULAR,JUST_RENOVATED,,20384175,,
8670,APARTMENT,APARTMENT,1545000,2.0,126.0,,,,,,True,,,BUY_REGULAR,AS_NEW,,20424514,1390.0,
1140,APARTMENT,APARTMENT,442000,3.0,105.0,HYPER_EQUIPPED,,2.0,,,True,15.0,,BUY_REGULAR,AS_NEW,,20462259,,
2300,APARTMENT,APARTMENT,497806,2.0,121.0,,,2.0,,,True,17.0,,BUY_REGULAR,,,20463360,,
1180,APARTMENT,APARTMENT,495000,3.0,125.0,INSTALLED,,2.0,,,,,,BUY_REGULAR,GOOD,,20460639,,
3740,APARTMENT,APARTMENT,325000,2.0,88.0,INSTALLED,,2.0,,,True,13.0,,BUY_REGULAR,AS_NEW,,20484126,791.0,
2040,APARTMENT,APARTMENT,335000,2.0,97.0,,,,,,True,29.0,,BUY_REGULAR,GOOD,,20480522,,
1435,APARTMENT,APARTMENT,329000,2.0,90.0,,,,,,True,34.0,,BUY_REGULAR,GOOD,,20484077,,
2150,APARTMENT,APARTMENT,290000,2.0,94.0,INSTALLED,,2.0,,,True,,,BUY_REGULAR,AS_NEW,,20484062,,
7860,APARTMENT,APARTMENT,235000,2.0,111.0,INSTALLED,,2.0,,,,,,BUY_REGULAR,GOOD,,20484071,,
8670,APARTMENT,APARTMENT,549000,2.0,,HYPER_EQUIPPED,,,,,True,,,BUY_REGULAR,JUST_RENOVATED,,20461010,939.0,
8660,APARTMENT,APARTMENT,350000,,85.0,,,2.0,,,True,8.0,,BUY_REGULAR,AS_NEW,,20484058,,
1140,APARTMENT,APARTMENT,285000,2.0,80.0,,,,,,,,,BUY_REGULAR,,,20484083,,
2300,APARTMENT,APARTMENT,312475,2.0,117.0,,,2.0,,,True,17.0,,BUY_REGULAR,,,20463284,,
8660,APARTMENT,APARTMENT,350000,,85.0,,,2.0,,,True,4.0,,BUY_REGULAR,AS_NEW,,20484060,,
2520,APARTMENT,APARTMENT,319000,2.0,95.0,INSTALLED,,,,,,,,BUY_REGULAR,,,20484125,,
9000,APARTMENT,APARTMENT,335000,1.0,59.0,,,,,,,,,BUY_REGULAR,AS_NEW,,20484056,390.0,
5590,APARTMENT,APARTMENT,235000,3.0,120.0,SEMI_EQUIPPED,,,,,True,,,BUY_REGULAR,,,20484050,,
2160,APARTMENT,APARTMENT,290000,2.0,94.0,INSTALLED,,2.0,,,True,,,BUY_REGULAR,AS_NEW,,20484067,,
8660,APARTMENT,APARTMENT,350000,,85.0,,,2.0,,,True,4.0,,BUY_REGULAR,AS_NEW,,20484057,,
8400,APARTMENT,APARTMENT,229000,2.0,80.0,,,,,,,,,BUY_REGULAR,AS_NEW,,20484054,1013.0,
2040,APARTMENT,APARTMENT,345000,2.0,92.0,,,,,,True,47.0,,BUY_REGULAR,GOOD,,20480552,,
4000,APARTMENT,APARTMENT,149000,2.0,62.0,INSTALLED,,2.0,,,,,,BUY_REGULAR,JUST_RENOVATED,,20476077,629.0,
1050,APARTMENT,APARTMENT,325000,1.0,74.0,,,2.0,True,6.0,,,,BUY_REGULAR,,,20480718,1.0,
2040,APARTMENT,APARTMENT,380000,3.0,130.0,,,,,,True,9.0,,BUY_REGULAR,GOOD,,20480554,,
4000,APARTMENT,APARTMENT,120000,1.0,60.0,INSTALLED,,2.0,,,True,3.0,,BUY_REGULAR,GOOD,,20366549,765.0,
1000,APARTMENT,APARTMENT,355000,2.0,95.0,HYPER_EQUIPPED,,3.0,,,True,6.0,,BUY_REGULAR,,,20479377,,
8660,APARTMENT,APARTMENT,118000,,,,,,,,True,,,BUY_REGULAR,TO_BE_DONE_UP,,20476374,580.0,
2640,APARTMENT,APARTMENT,159000,2.0,80.0,INSTALLED,,2.0,,,,,,BUY_REGULAR,TO_BE_DONE_UP,,20360080,557.0,
9200,APARTMENT,APARTMENT,165000,1.0,60.0,,,,,,True,3.0,,BUY_REGULAR,GOOD,,20417797,,
9300,APARTMENT,APARTMENT,175000,2.0,75.0,,,1.0,,,True,14.0,,BUY_REGULAR,GOOD,,20448639,674.0,
2060,APARTMENT,APARTMENT,179900,1.0,60.0,INSTALLED,,3.0,,,,,,BUY_REGULAR,AS_NEW,,20390807,485.0,
8420,APARTMENT,APARTMENT,187000,2.0,55.0,,,,,,True,,True,BUY_REGULAR,GOOD,,20364406,619.0,
2060,APARTMENT,APARTMENT,177500,1.0,53.0,INSTALLED,,3.0,,,True,6.0,,BUY_REGULAR,JUST_RENOVATED,,20068560,460.0,
2100,APARTMENT,APARTMENT,179000,2.0,76.0,INSTALLED,,2.0,,,,,,BUY_REGULAR,TO_BE_DONE_UP,,20359319,552.0,
1932,APARTMENT,APARTMENT,185000,1.0,61.0,SEMI_EQUIPPED,,2.0,,,True,,,BUY_REGULAR,GOOD,,20235376,,
9200,APARTMENT,APARTMENT,169900,1.0,59.0,INSTALLED,,2.0,,,,,,BUY_REGULAR,GOOD,,20308719,594.0,
6800,APARTMENT,APARTMENT,189000,2.0,81.0,,,2.0,,,,,,BUY_REGULAR,GOOD,,20293422,534.0,
2000,APARTMENT,APARTMENT,189000,1.0,64.0,SEMI_EQUIPPED,,2.0,,,,,,BUY_REGULAR,TO_BE_DONE_UP,,20085516,616.0,
9600,APARTMENT,APARTMENT,185000,1.0,60.0,INSTALLED,,,,,,,,BUY_REGULAR,JUST_RENOVATED,,20324033,545.0,
2100,APARTMENT,APARTMENT,189000,3.0,78.0,INSTALLED,,2.0,,,,,,BUY_REGULAR,GOOD,,20258342,,
2100,APARTMENT,APARTMENT,195000,3.0,96.0,INSTALLED,,2.0,,,True,,,BUY_REGULAR,GOOD,,20252305,,
8830,APARTMENT,APARTMENT,197000,1.0,82.0,INSTALLED,,,,,True,,,BUY_REGULAR,GOOD,,20386196,564.0,
9600,APARTMENT,APARTMENT,195000,1.0,60.0,INSTALLED,,,,,,,,BUY_REGULAR,JUST_RENOVATED,,20324034,545.0,
2060,APARTMENT,APARTMENT,199000,1.0,62.0,USA_INSTALLED,,2.0,,,,,,BUY_REGULAR,JUST_RENOVATED,,20270976,494.0,
8400,APARTMENT,APARTMENT,169000,2.0,66.0,INSTALLED,,2.0,,,,,,BUY_REGULAR,GOOD,,20484044,818.0,
2100,APARTMENT,APARTMENT,289000,2.0,116.0,INSTALLED,,2.0,,,True,12.0,,BUY_REGULAR,GOOD,,20480153,1093.0,
8400,APARTMENT,APARTMENT,179000,1.0,74.0,USA_INSTALLED,,3.0,,,,,,BUY_REGULAR,GOOD,,20484031,914.0,
2300,APARTMENT,APARTMENT,225000,3.0,124.0,SEMI_EQUIPPED,,2.0,,,True,,,BUY_REGULAR,,,20483999,1152.0,
2300,APARTMENT,APARTMENT,204500,2.0,104.0,SEMI_EQUIPPED,,2.0,,,True,8.0,,BUY_REGULAR,,,20483998,1080.0,
2170,APARTMENT,APARTMENT,199900,2.0,80.0,INSTALLED,,2.0,,,,,,BUY_REGULAR,GOOD,,20260832,,
1020,APARTMENT,APARTMENT,225000,2.0,97.0,INSTALLED,,2.0,,,True,12.0,,BUY_REGULAR,TO_BE_DONE_UP,,20382735,,
1070,APARTMENT,APARTMENT,200000,2.0,66.0,HYPER_EQUIPPED,,2.0,,,True,3.0,,BUY_REGULAR,AS_NEW,,20221840,,
2880,APARTMENT,APARTMENT,229000,2.0,127.0,INSTALLED,,2.0,,,True,14.0,,BUY_REGULAR,TO_BE_DONE_UP,,20299647,672.0,
2170,APARTMENT,APARTMENT,199900,2.0,80.0,INSTALLED,,2.0,,,,,,BUY_REGULAR,GOOD,,20261212,,
8400,APARTMENT,APARTMENT,225000,1.0,57.0,INSTALLED,,,,,,,,BUY_REGULAR,GOOD,,20418893,773.0,
8670,APARTMENT,APARTMENT,225000,1.0,67.0,,,,,,True,8.0,,BUY_REGULAR,AS_NEW,,20218219,,
2170,APARTMENT,APARTMENT,239000,2.0,80.0,INSTALLED,,2.0,True,49.0,True,8.0,,BUY_REGULAR,GOOD,,20176602,,
9900,APARTMENT,APARTMENT,225000,2.0,88.0,INSTALLED,,,,,True,8.0,,BUY_REGULAR,GOOD,,20354656,899.0,
8380,APARTMENT,APARTMENT,240000,1.0,51.0,INSTALLED,,1.0,,,True,2.0,True,BUY_REGULAR,GOOD,,20293509,,
1050,APARTMENT,APARTMENT,245000,1.0,44.0,NOT_INSTALLED,,2.0,,,True,6.0,,BUY_REGULAR,GOOD,,11298190,1142.0,
2000,APARTMENT,APARTMENT,249000,1.0,76.0,INSTALLED,,2.0,,,,,,BUY_REGULAR,GOOD,,20318171,1016.0,
2100,APARTMENT,APARTMENT,249000,2.0,89.0,SEMI_EQUIPPED,,2.0,,,True,8.0,,BUY_REGULAR,AS_NEW,,20353625,1023.0,
1000,APARTMENT,APARTMENT,250000,1.0,65.0,INSTALLED,,2.0,,,True,3.0,True,BUY_REGULAR,TO_BE_DONE_UP,,11475971,453.0,
8450,APARTMENT,APARTMENT,255000,2.0,93.0,HYPER_EQUIPPED,,,,,True,8.0,,BUY_REGULAR,GOOD,,20293553,,
2018,APARTMENT,APARTMENT,259000,2.0,87.0,INSTALLED,,2.0,,,True,4.0,,BUY_REGULAR,JUST_RENOVATED,,20419272,1058.0,
2610,APARTMENT,APARTMENT,269000,2.0,80.0,INSTALLED,,3.0,,,True,4.0,,BUY_REGULAR,JUST_RENOVATED,,20365181,634.0,
1140,APARTMENT,APARTMENT,270000,2.0,80.0,INSTALLED,,2.0,,,True,6.0,,BUY_REGULAR,TO_RENOVATE,,20331546,,
3550,APARTMENT,APARTMENT,265000,2.0,104.0,,,,,,True,,,BUY_REGULAR,GOOD,,20269817,,
2170,APARTMENT,APARTMENT,315000,3.0,110.0,HYPER_EQUIPPED,,2.0,,,True,5.0,,BUY_REGULAR,AS_NEW,,20052439,,
1120,APARTMENT,APARTMENT,270000,2.0,72.0,INSTALLED,,2.0,,,True,3.0,,BUY_REGULAR,AS_NEW,,20341274,,
9090,APARTMENT,APARTMENT,278000,2.0,96.0,INSTALLED,,,,,True,8.0,,BUY_REGULAR,GOOD,,20393404,1098.0,
2640,APARTMENT,APARTMENT,275000,2.0,88.0,INSTALLED,,2.0,,,True,51.0,,BUY_REGULAR,GOOD,,20218816,,
1702,APARTMENT,APARTMENT,279000,2.0,102.0,SEMI_EQUIPPED,,,,,,,,BUY_REGULAR,GOOD,,20275413,964.0,
9000,APARTMENT,APARTMENT,282000,2.0,82.0,INSTALLED,,2.0,,,True,,,BUY_REGULAR,,,20483982,,
2600,APARTMENT,APARTMENT,419000,2.0,122.0,NOT_INSTALLED,,,,,True,10.0,,BUY_REGULAR,GOOD,,20483976,1219.0,
2630,APARTMENT,APARTMENT,399500,3.0,96.0,INSTALLED,,,,,True,7.0,,BUY_REGULAR,,,20483977,,
4400,APARTMENT,APARTMENT,239000,2.0,87.0,INSTALLED,,,,,True,18.0,,BUY_REGULAR,,,20483972,,
4400,APARTMENT,APARTMENT,179000,1.0,67.0,INSTALLED,,,,,True,17.0,,BUY_REGULAR,,,20483971,,
1090,APARTMENT,APARTMENT,200000,3.0,79.0,SEMI_EQUIPPED,,,,,True,12.0,,BUY_REGULAR,GOOD,,20374090,,
9690,APARTMENT,APARTMENT,250000,2.0,96.0,INSTALLED,,2.0,,,True,4.0,,BUY_REGULAR,GOOD,,20425374,,
9200,APARTMENT,APARTMENT,342500,2.0,85.0,HYPER_EQUIPPED,,2.0,,,True,8.0,,BUY_REGULAR,AS_NEW,,20486337,,
1070,APARTMENT,APARTMENT,219000,1.0,,,,,,,,,,BUY_REGULAR,GOOD,,20483807,978.0,
5590,APARTMENT,APARTMENT,210000,2.0,91.0,INSTALLED,,3.0,,,True,2.0,,BUY_REGULAR,JUST_RENOVATED,,20484391,850.0,
3000,APARTMENT,APARTMENT,299500,2.0,60.0,SEMI_EQUIPPED,,2.0,True,100.0,,,,BUY_REGULAR,TO_BE_DONE_UP,,20425572,780.0,
2600,APARTMENT,APARTMENT,299000,3.0,100.0,INSTALLED,,2.0,,,True,8.0,,BUY_REGULAR,GOOD,,20423170,1192.0,
9900,APARTMENT,APARTMENT,349000,3.0,220.0,,,2.0,True,60.0,,,,BUY_REGULAR,,,20485018,1499.0,
4020,APARTMENT,APARTMENT,159000,1.0,58.0,INSTALLED,,3.0,True,67.0,True,28.0,,BUY_REGULAR,AS_NEW,,20423734,,
